nc1-8_1_2,nc1-8_2_1,nc1-8_2_2,nc1-8_1_1,s10-12_1_1,s10-12_1_2,s10-12_2_1,s10-12_2_2,nc14_1_1,nc14_1_2,nc14_2_1,nc14_2_2,nc14.FED_1_1,nc14.FED_1_2,nc14.FED.rerun_1_1,nc14.FED.rerun_1_2,nc12.mitotic.FED_1_1,nc12.mitotic.FED_1_2,nc12.mitotic.FED.rerun_1_1,nc12.mitotic.FED.rerun_1_2,shifted,places
16,79,92,37,35,32,57,37,74,31,24,96,69,55,90,95,31,26,27,37,1,2R_12814400_12816800_2R_12828000_12830400
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2R_12806400_12808800_2R_12820000_12822400
10,26,39,14,17,12,28,18,25,21,22,37,28,23,37,25,8,9,10,15,1,3R_5972800_5975200_3R_5989600_5992000
8,42,46,19,22,16,34,17,30,25,11,44,14,21,33,30,10,15,13,21,1,3R_5964800_5967200_3R_5981600_5984000
15,35,50,20,14,12,15,20,25,13,13,40,17,9,20,24,6,9,15,13,1,3R_5956800_5959200_3R_5973600_5976000
9,42,39,19,14,12,21,17,18,17,9,50,27,20,43,35,12,5,21,20,1,3R_5948800_5951200_3R_5965600_5968000
6,35,39,17,17,14,35,22,20,18,14,35,14,18,30,40,12,8,16,9,1,3R_5940800_5943200_3R_5957600_5960000
14,31,52,19,18,18,19,27,31,18,8,48,25,12,34,24,13,13,23,17,1,3R_5932800_5935200_3R_5949600_5952000
5,47,42,18,11,9,25,16,27,17,13,45,16,18,37,28,14,18,15,20,1,3R_5924800_5927200_3R_5941600_5944000
17,44,48,15,22,21,31,19,20,16,15,34,24,14,29,24,13,8,16,8,1,3R_5916800_5919200_3R_5933600_5936000
11,25,37,15,15,17,25,21,26,26,21,50,21,18,33,24,17,13,20,15,1,3R_5908800_5911200_3R_5925600_5928000
10,26,54,15,8,13,22,23,23,8,9,34,15,18,28,27,7,9,12,14,1,3R_5900800_5903200_3R_5917600_5920000
1,3,7,2,2,0,2,0,3,3,1,2,0,0,0,0,1,2,3,1,1,3R_4444000_4446400_3R_4600000_4602400
1,5,1,8,2,1,0,0,0,0,0,4,1,1,0,0,1,0,3,2,1,3R_4436000_4438400_3R_4592000_4594400
0,3,2,2,0,0,1,0,0,0,0,2,0,1,0,1,1,2,2,1,1,3R_4428000_4430400_3R_4584000_4586400
0,1,3,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,3R_4420000_4422400_3R_4576000_4578400
0,1,6,2,0,1,1,2,0,0,0,1,0,0,0,1,0,1,0,2,1,3R_4412000_4414400_3R_4568000_4570400
0,5,9,3,0,0,1,0,1,0,1,1,0,0,0,2,5,2,3,1,1,3R_4404000_4406400_3R_4560000_4562400
1,2,7,1,0,1,0,3,0,0,0,2,0,0,0,0,2,1,3,0,1,3R_4396000_4398400_3R_4552000_4554400
1,2,2,0,2,0,1,0,0,1,0,2,0,0,0,0,1,3,0,1,1,3R_4388000_4390400_3R_4544000_4546400
2,4,6,1,1,0,0,1,1,2,1,2,2,3,0,1,1,2,2,4,1,3R_4380000_4382400_3R_4536000_4538400
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3R_4372000_4374400_3R_4528000_4530400
2,4,15,0,6,2,6,1,4,3,0,3,1,3,4,5,2,0,4,0,1,3R_7432800_7435200_3R_7489600_7492000
9,14,20,3,5,4,4,10,3,5,1,11,4,2,11,5,2,4,4,6,1,3R_7424800_7427200_3R_7481600_7484000
7,2,8,1,0,3,3,5,1,2,0,0,1,0,1,0,2,3,1,1,1,3R_7416800_7419200_3R_7473600_7476000
4,7,11,2,6,6,6,7,7,4,4,6,3,1,10,3,2,4,4,0,1,3R_7408800_7411200_3R_7465600_7468000
2,15,17,4,9,12,7,4,10,8,3,14,5,3,8,11,5,4,8,7,1,3R_7400800_7403200_3R_7457600_7460000
4,10,15,3,4,3,6,7,8,6,4,12,3,1,7,5,1,3,9,4,1,3R_7392800_7395200_3R_7449600_7452000
4,15,22,5,7,9,16,11,13,7,4,10,7,6,6,8,1,3,2,6,1,3R_7384800_7387200_3R_7441600_7444000
7,10,13,7,4,4,4,12,5,2,2,5,5,3,6,8,1,3,2,4,1,3R_7376800_7379200_3R_7433600_7436000
4,11,19,6,2,8,7,3,5,5,0,6,4,6,7,9,3,1,7,3,1,3R_7368800_7371200_3R_7425600_7428000
4,10,14,6,5,5,9,3,5,5,1,4,10,7,4,9,3,1,5,2,1,3R_7360800_7363200_3R_7417600_7420000
2,3,5,4,2,5,1,6,5,0,0,5,2,0,4,2,1,1,0,1,1,3R_12725600_12728000_3R_12888000_12890400
1,3,10,2,2,1,3,5,6,0,0,5,0,0,4,1,0,0,3,1,1,3R_12717600_12720000_3R_12880000_12882400
2,8,10,3,4,5,4,7,1,3,2,6,1,3,1,2,2,1,2,3,1,3R_12709600_12712000_3R_12872000_12874400
2,1,9,2,3,2,3,3,2,1,1,2,0,0,1,1,2,1,1,1,1,3R_12701600_12704000_3R_12864000_12866400
3,1,5,1,0,0,3,0,0,3,1,1,0,0,0,0,3,2,2,0,1,3R_12693600_12696000_3R_12856000_12858400
1,4,2,1,0,1,2,0,0,2,2,2,1,0,0,0,4,1,3,3,1,3R_12685600_12688000_3R_12848000_12850400
2,2,3,1,2,1,2,1,0,1,0,0,0,0,0,1,0,2,0,2,1,3R_12677600_12680000_3R_12840000_12842400
0,11,1,2,1,0,1,1,2,0,0,2,1,1,2,1,3,1,4,1,1,3R_12669600_12672000_3R_12832000_12834400
1,2,6,0,1,2,2,3,3,1,0,3,0,0,1,0,2,3,2,5,1,3R_12661600_12664000_3R_12824000_12826400
3,3,6,1,2,1,0,1,0,2,1,1,1,0,0,0,0,0,1,2,1,3R_12653600_12656000_3R_12816000_12818400
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2R_25143200_25145600_2R_25147200_25149600
52,143,219,76,95,79,157,126,106,96,61,181,86,97,151,160,60,66,82,89,1,2R_25135200_25137600_2R_25139200_25141600
42,115,182,49,48,49,83,61,81,49,38,140,69,67,110,126,49,47,62,55,1,2R_25127200_25129600_2R_25131200_25133600
65,134,203,63,91,72,126,104,117,88,68,194,120,131,174,191,61,58,119,86,1,2R_25119200_25121600_2R_25123200_25125600
57,168,213,90,99,102,140,121,126,93,77,195,118,119,164,199,74,64,144,102,1,2R_25111200_25113600_2R_25115200_25117600
34,77,122,37,47,52,90,70,77,54,32,127,74,83,140,132,56,31,60,59,1,2R_25103200_25105600_2R_25107200_25109600
46,203,199,91,155,129,237,186,85,79,52,171,53,47,94,95,72,57,103,96,1,2R_25095200_25097600_2R_25099200_25101600
57,172,256,83,127,135,205,167,133,102,69,196,129,137,162,193,64,56,128,102,1,2R_25087200_25089600_2R_25091200_25093600
82,215,298,120,114,115,177,174,178,139,106,253,222,174,294,306,88,83,115,138,1,2R_25079200_25081600_2R_25083200_25085600
44,174,173,89,124,108,169,139,102,109,73,172,96,97,138,158,49,59,106,94,1,2R_25071200_25073600_2R_25075200_25077600
0,1,4,0,0,1,0,1,1,0,0,1,0,0,0,2,0,1,1,0,1,3L_11185600_11188000_3L_11477600_11480000
1,5,5,3,0,1,2,1,0,0,0,2,0,0,0,1,1,2,2,2,1,3L_11177600_11180000_3L_11469600_11472000
0,1,1,1,0,1,0,1,1,0,0,1,0,0,2,0,0,0,1,1,1,3L_11169600_11172000_3L_11461600_11464000
0,4,2,1,1,1,1,1,0,0,0,2,0,0,0,1,0,1,0,1,1,3L_11161600_11164000_3L_11453600_11456000
0,1,2,3,2,1,2,1,0,0,1,0,0,1,0,1,0,1,1,0,1,3L_11153600_11156000_3L_11445600_11448000
1,4,3,2,0,1,0,1,2,0,0,0,0,1,1,1,1,0,2,1,1,3L_11145600_11148000_3L_11437600_11440000
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,3L_11137600_11140000_3L_11429600_11432000
2,2,3,0,2,1,1,1,0,0,1,1,0,1,0,0,1,0,2,0,1,3L_11129600_11132000_3L_11421600_11424000
0,2,2,1,1,0,3,0,0,0,0,1,0,0,0,0,1,0,2,1,1,3L_11121600_11124000_3L_11413600_11416000
0,2,5,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,3L_11113600_11116000_3L_11405600_11408000
7,9,23,7,6,13,5,7,11,11,5,12,5,10,8,6,3,1,4,1,1,3R_4012000_4014400_3R_4041600_4044000
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,3R_4004000_4006400_3R_4033600_4036000
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3R_3996000_3998400_3R_4025600_4028000
0,4,10,3,3,3,3,3,1,1,3,5,0,5,4,2,5,4,6,1,1,3R_3988000_3990400_3R_4017600_4020000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3R_3980000_3982400_3R_4009600_4012000
0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3R_3972000_3974400_3R_4001600_4004000
0,1,2,1,1,3,1,2,2,1,1,3,0,1,3,0,1,0,3,0,1,3R_3964000_3966400_3R_3993600_3996000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3R_3956000_3958400_3R_3985600_3988000
0,3,2,0,3,0,1,0,0,2,0,2,0,0,2,0,0,0,1,1,1,3R_3948000_3950400_3R_3977600_3980000
1,0,1,0,0,0,0,0,2,0,2,0,1,0,1,0,0,0,0,1,1,3R_3940000_3942400_3R_3969600_3972000
1,8,8,3,2,3,7,5,2,3,2,4,4,3,5,2,2,0,2,4,1,X_14347200_14349600_X_14472000_14474400
2,2,9,2,1,3,4,3,2,2,2,5,1,2,3,4,5,2,5,2,1,X_14339200_14341600_X_14464000_14466400
1,7,5,2,3,1,3,3,2,7,1,3,2,1,2,3,2,2,2,4,1,X_14331200_14333600_X_14456000_14458400
2,4,8,3,0,1,1,0,3,2,0,3,2,0,3,0,0,1,0,3,1,X_14323200_14325600_X_14448000_14450400
0,1,1,0,1,0,2,2,0,0,0,3,1,0,0,0,0,0,0,0,1,X_14315200_14317600_X_14440000_14442400
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,X_14307200_14309600_X_14432000_14434400
1,3,5,2,1,4,1,5,5,5,0,5,3,1,1,3,2,2,4,3,1,X_14299200_14301600_X_14424000_14426400
1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,X_14291200_14293600_X_14416000_14418400
0,2,0,2,0,0,2,2,0,1,1,3,0,0,1,1,1,0,0,0,1,X_14283200_14285600_X_14408000_14410400
4,1,6,2,3,2,4,3,2,0,1,4,3,2,0,4,6,1,5,3,1,X_14275200_14277600_X_14400000_14402400
14,30,44,17,35,30,36,38,25,18,17,43,24,20,41,39,12,15,16,14,1,3L_22899200_22901600_3L_22917600_22920000
7,47,53,20,40,33,52,37,24,32,20,58,33,25,41,52,17,8,24,17,1,3L_22891200_22893600_3L_22909600_22912000
14,34,45,14,33,28,42,37,26,17,21,41,20,24,26,31,7,7,18,9,1,3L_22883200_22885600_3L_22901600_22904000
9,21,33,20,13,7,23,14,5,12,9,16,5,12,10,10,7,10,20,13,1,3L_22875200_22877600_3L_22893600_22896000
5,37,30,12,5,2,8,3,4,4,5,9,4,3,8,9,9,6,6,5,1,3L_22867200_22869600_3L_22885600_22888000
6,30,32,16,3,5,10,11,5,5,7,14,7,2,4,9,3,6,10,13,1,3L_22859200_22861600_3L_22877600_22880000
17,48,49,23,18,9,20,12,9,14,7,30,6,11,15,13,13,11,27,15,1,3L_22851200_22853600_3L_22869600_22872000
17,38,51,19,18,17,36,19,9,17,12,34,11,15,21,16,10,3,13,9,1,3L_22843200_22845600_3L_22861600_22864000
7,51,58,24,22,13,36,31,23,27,22,48,19,20,29,26,12,14,14,16,1,3L_22835200_22837600_3L_22853600_22856000
7,41,37,15,27,16,38,21,23,18,12,29,15,23,34,26,7,7,9,15,1,3L_22827200_22829600_3L_22845600_22848000
20,51,86,30,18,24,38,36,37,23,11,29,18,17,24,27,11,3,12,10,1,3R_14684800_14687200_3R_14696000_14698400
22,56,63,23,40,37,63,47,23,26,25,38,11,25,39,44,9,12,12,10,1,3R_14676800_14679200_3R_14688000_14690400
15,57,77,31,34,35,53,43,26,36,28,53,26,12,37,45,18,18,24,23,1,3R_14668800_14671200_3R_14680000_14682400
19,58,96,27,36,22,57,51,35,46,25,80,34,51,52,65,10,10,20,20,1,3R_14660800_14663200_3R_14672000_14674400
11,39,57,19,16,9,23,17,13,13,10,29,7,10,15,20,7,15,22,17,1,3R_14652800_14655200_3R_14664000_14666400
15,66,65,39,17,12,28,21,12,20,13,34,9,9,22,16,11,17,30,23,1,3R_14644800_14647200_3R_14656000_14658400
20,73,96,39,71,80,127,90,54,35,35,90,41,39,73,65,30,22,37,42,1,3R_14636800_14639200_3R_14648000_14650400
25,98,92,55,90,72,104,91,87,58,40,122,67,74,92,97,25,21,30,35,1,3R_14628800_14631200_3R_14640000_14642400
18,57,65,40,24,24,45,31,24,28,20,53,30,31,38,34,26,11,33,26,1,3R_14620800_14623200_3R_14632000_14634400
16,42,62,22,16,14,18,22,21,14,22,43,23,24,35,25,12,6,24,18,1,3R_14612800_14615200_3R_14624000_14626400
4,10,17,5,8,6,10,6,9,9,5,11,4,6,7,7,2,1,4,5,1,X_5776800_5779200_X_5826400_5828800
3,9,14,4,1,4,6,4,2,4,2,10,6,6,2,7,2,0,3,1,1,X_5768800_5771200_X_5818400_5820800
3,8,14,8,3,1,2,3,6,1,4,5,2,1,3,3,2,1,3,3,1,X_5760800_5763200_X_5810400_5812800
1,10,10,5,1,1,4,3,2,0,0,3,1,1,2,3,4,4,3,8,1,X_5752800_5755200_X_5802400_5804800
3,4,4,4,1,2,1,2,1,1,1,0,1,1,0,2,2,1,4,0,1,X_5744800_5747200_X_5794400_5796800
1,9,11,3,0,1,4,1,0,3,3,1,1,0,2,2,2,3,2,1,1,X_5736800_5739200_X_5786400_5788800
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,X_5728800_5731200_X_5778400_5780800
1,8,10,3,2,1,1,3,2,1,1,4,0,0,1,1,1,1,3,5,1,X_5720800_5723200_X_5770400_5772800
3,5,7,1,0,0,4,1,2,0,0,2,1,1,2,1,1,2,3,2,1,X_5712800_5715200_X_5762400_5764800
2,7,8,7,4,3,5,2,1,4,3,4,2,6,3,3,0,2,1,1,1,X_5704800_5707200_X_5754400_5756800
0,4,2,3,1,1,1,0,0,2,0,2,1,1,2,0,0,0,0,1,1,3R_5821600_5824000_3R_5968000_5970400
1,4,7,2,2,1,1,2,2,1,2,2,3,2,0,3,2,1,0,3,1,3R_5813600_5816000_3R_5960000_5962400
2,6,6,3,2,2,2,3,1,2,3,7,3,1,1,1,3,1,2,1,1,3R_5805600_5808000_3R_5952000_5954400
0,4,8,1,2,1,4,0,4,1,2,6,3,2,3,3,2,2,1,2,1,3R_5797600_5800000_3R_5944000_5946400
0,5,6,1,0,1,2,1,1,1,1,1,1,0,0,2,3,2,2,5,1,3R_5789600_5792000_3R_5936000_5938400
0,2,3,1,1,4,2,0,0,0,0,0,1,2,3,0,0,2,2,2,1,3R_5781600_5784000_3R_5928000_5930400
1,3,8,2,0,0,0,2,3,2,1,3,0,0,1,0,1,4,2,1,1,3R_5773600_5776000_3R_5920000_5922400
1,4,9,0,1,0,2,1,3,2,0,5,2,1,3,1,0,0,2,2,1,3R_5765600_5768000_3R_5912000_5914400
0,5,6,1,0,1,2,0,3,1,2,2,1,0,0,0,3,4,4,5,1,3R_5757600_5760000_3R_5904000_5906400
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3R_5749600_5752000_3R_5896000_5898400
12,51,42,22,36,27,49,37,37,29,22,67,29,25,38,48,16,15,24,23,1,3R_30725600_30728000_3R_30740800_30743200
16,53,57,25,23,18,38,34,32,23,14,37,21,26,36,29,9,8,18,14,1,3R_30717600_30720000_3R_30732800_30735200
7,48,66,31,20,17,36,26,36,31,25,64,18,24,37,37,14,14,24,24,1,3R_30709600_30712000_3R_30724800_30727200
11,28,54,17,23,21,41,30,27,23,21,46,29,25,36,38,15,14,21,26,1,3R_30701600_30704000_3R_30716800_30719200
11,40,60,19,30,19,38,37,28,24,21,39,20,21,35,34,16,20,21,25,1,3R_30693600_30696000_3R_30708800_30711200
5,14,11,8,9,7,9,12,9,7,5,15,11,12,12,11,8,5,12,10,1,3R_30685600_30688000_3R_30700800_30703200
14,50,65,29,23,22,37,30,41,32,24,61,39,36,49,39,16,25,31,25,1,3R_30677600_30680000_3R_30692800_30695200
1,5,4,3,5,0,9,1,4,7,4,5,3,3,5,4,3,2,2,1,1,3R_30669600_30672000_3R_30684800_30687200
11,40,49,17,23,15,28,25,29,21,18,44,13,23,31,18,12,15,11,20,1,3R_30661600_30664000_3R_30676800_30679200
14,40,40,28,15,16,24,17,23,16,15,37,19,15,33,37,9,11,24,19,1,3R_30653600_30656000_3R_30668800_30671200
13,62,57,27,56,28,64,39,44,31,24,75,27,26,54,49,17,28,31,37,1,X_491200_493600_X_504800_507200
8,38,52,13,15,15,23,16,11,17,12,28,9,8,18,24,17,9,24,18,1,X_483200_485600_X_496800_499200
18,41,55,14,20,16,29,26,19,9,13,30,12,10,19,14,5,8,11,16,1,X_475200_477600_X_488800_491200
14,36,37,11,18,12,22,21,10,18,18,24,10,16,8,20,8,5,13,13,1,X_467200_469600_X_480800_483200
13,34,53,26,19,23,32,26,19,26,17,44,14,22,26,30,14,8,15,16,1,X_459200_461600_X_472800_475200
6,31,57,8,15,24,25,27,23,22,15,28,14,17,26,30,8,9,16,11,1,X_451200_453600_X_464800_467200
8,30,53,16,13,18,29,31,24,19,14,38,16,10,32,30,4,8,18,14,1,X_443200_445600_X_456800_459200
10,31,50,15,24,18,34,30,30,25,20,56,21,19,36,46,12,6,15,10,1,X_435200_437600_X_448800_451200
8,15,43,5,11,18,17,20,22,13,8,28,16,13,16,25,5,6,7,10,1,X_427200_429600_X_440800_443200
2,5,8,3,5,4,6,12,6,9,2,17,5,9,9,6,2,2,3,4,1,X_419200_421600_X_432800_435200
2,4,0,2,0,1,0,1,0,0,0,1,0,0,0,1,3,0,3,0,1,2R_13545600_13548000_2R_13787200_13789600
0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2R_13537600_13540000_2R_13779200_13781600
1,2,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,2R_13529600_13532000_2R_13771200_13773600
1,1,1,1,1,1,1,0,0,0,2,1,0,0,0,1,2,0,0,3,1,2R_13521600_13524000_2R_13763200_13765600
0,1,2,2,2,1,0,1,0,0,0,0,1,0,0,1,5,0,3,0,1,2R_13513600_13516000_2R_13755200_13757600
0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2,1,1,1,1,2R_13505600_13508000_2R_13747200_13749600
0,2,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2R_13497600_13500000_2R_13739200_13741600
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2R_13489600_13492000_2R_13731200_13733600
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2R_13481600_13484000_2R_13723200_13725600
1,0,4,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,2R_13473600_13476000_2R_13715200_13717600
3,6,3,2,4,3,3,10,1,1,0,4,0,0,1,0,3,4,2,7,1,3L_1956800_1959200_3L_2187200_2189600
0,6,3,5,0,2,0,1,0,0,0,2,0,0,1,1,0,1,1,3,1,3L_1948800_1951200_3L_2179200_2181600
2,4,4,2,1,2,1,2,0,2,1,1,0,1,1,1,1,1,2,3,1,3L_1940800_1943200_3L_2171200_2173600
1,6,3,2,4,0,3,1,1,1,3,11,1,0,2,1,2,1,3,3,1,3L_1932800_1935200_3L_2163200_2165600
3,6,5,2,0,3,1,2,3,3,1,2,0,0,1,2,4,2,1,3,1,3L_1924800_1927200_3L_2155200_2157600
1,3,4,1,0,0,1,3,2,1,2,2,0,0,0,0,1,0,5,1,1,3L_1916800_1919200_3L_2147200_2149600
2,4,6,1,0,0,1,2,1,0,1,2,0,2,1,1,3,1,1,2,1,3L_1908800_1911200_3L_2139200_2141600
0,5,4,2,3,2,1,1,3,1,0,4,2,0,1,2,1,2,1,2,1,3L_1900800_1903200_3L_2131200_2133600
0,3,7,1,5,0,3,3,2,1,0,5,1,0,3,3,2,4,3,4,1,3L_1892800_1895200_3L_2123200_2125600
0,3,1,1,1,1,1,0,1,0,1,3,1,0,0,0,2,1,1,1,1,3L_1884800_1887200_3L_2115200_2117600
4,11,14,6,2,5,4,0,3,3,1,8,3,1,2,1,4,3,5,2,1,3L_336800_339200_3L_391200_393600
4,15,15,9,0,3,1,0,4,3,0,2,3,2,3,3,1,1,5,2,1,3L_328800_331200_3L_383200_385600
4,25,21,12,2,4,3,0,2,3,1,2,2,0,2,4,5,3,4,6,1,3L_320800_323200_3L_375200_377600
7,19,23,7,6,2,9,2,1,1,3,9,0,1,1,3,9,6,10,8,1,3L_312800_315200_3L_367200_369600
3,16,12,4,0,2,7,1,4,3,1,6,2,3,3,2,2,1,4,3,1,3L_304800_307200_3L_359200_361600
1,12,25,7,1,5,0,2,0,3,2,1,1,0,1,0,1,3,8,6,1,3L_296800_299200_3L_351200_353600
3,11,22,12,4,4,9,9,10,1,2,10,4,4,1,1,4,6,10,6,1,3L_288800_291200_3L_343200_345600
4,19,20,9,3,5,3,4,6,5,2,13,3,4,13,9,9,3,9,5,1,3L_280800_283200_3L_335200_337600
0,9,15,6,4,4,4,4,1,6,2,3,1,2,5,3,2,1,1,4,1,3L_272800_275200_3L_327200_329600
1,22,21,11,1,6,6,8,3,0,2,4,3,1,4,3,2,3,3,3,1,3L_264800_267200_3L_319200_321600
9,26,46,19,11,20,30,30,29,14,10,53,24,13,29,28,7,3,14,5,1,3L_16675200_16677600_3L_16688000_16690400
22,51,69,26,31,27,37,29,27,30,24,41,32,31,34,40,13,10,24,18,1,3L_16667200_16669600_3L_16680000_16682400
23,36,70,19,11,16,20,19,24,26,14,45,24,15,32,31,11,10,15,15,1,3L_16659200_16661600_3L_16672000_16674400
17,55,79,30,16,21,31,32,34,19,15,57,28,33,60,50,19,14,26,21,1,3L_16651200_16653600_3L_16664000_16666400
12,39,59,17,9,12,15,7,12,10,10,20,13,11,21,21,11,9,10,4,1,3L_16643200_16645600_3L_16656000_16658400
18,30,54,15,9,17,15,11,13,12,5,24,5,13,6,14,7,5,14,15,1,3L_16635200_16637600_3L_16648000_16650400
14,55,75,24,47,43,79,70,57,42,41,106,37,49,68,65,19,10,29,32,1,3L_16627200_16629600_3L_16640000_16642400
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3L_16619200_16621600_3L_16632000_16634400
24,85,96,36,43,34,79,48,25,38,26,96,32,27,63,39,28,38,77,59,1,3L_16611200_16613600_3L_16624000_16626400
0,5,8,2,1,4,2,5,0,0,1,6,0,0,2,3,0,2,0,2,1,3L_16603200_16605600_3L_16616000_16618400
0,4,6,2,1,2,1,1,1,0,2,3,1,0,0,1,1,1,3,3,1,2R_21722400_21724800_2R_21999200_22001600
0,2,0,3,1,2,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,2R_21714400_21716800_2R_21991200_21993600
2,1,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,0,1,2R_21706400_21708800_2R_21983200_21985600
0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,2R_21698400_21700800_2R_21975200_21977600
0,3,2,2,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,3,1,2R_21690400_21692800_2R_21967200_21969600
1,4,5,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,3,3,1,2R_21682400_21684800_2R_21959200_21961600
2,1,3,0,0,0,2,0,0,0,0,1,0,0,1,0,5,0,4,1,1,2R_21674400_21676800_2R_21951200_21953600
0,1,0,3,0,0,0,0,0,1,1,0,0,0,0,0,3,2,4,6,1,2R_21666400_21668800_2R_21943200_21945600
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2R_21658400_21660800_2R_21935200_21937600
1,0,3,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,2,1,2R_21650400_21652800_2R_21927200_21929600
4,9,8,10,2,3,3,3,3,1,2,0,0,0,0,1,3,1,5,2,1,3L_2594400_2596800_3L_2725600_2728000
1,1,5,1,0,1,1,1,1,0,1,6,1,0,0,0,2,1,5,1,1,3L_2586400_2588800_3L_2717600_2720000
0,4,8,1,1,1,1,0,1,0,0,1,0,1,0,0,2,0,3,0,1,3L_2578400_2580800_3L_2709600_2712000
1,2,4,1,1,0,1,1,1,0,0,0,0,0,0,1,2,1,2,0,1,3L_2570400_2572800_3L_2701600_2704000
1,6,7,4,0,2,0,0,0,0,0,1,0,0,0,0,3,1,2,1,1,3L_2562400_2564800_3L_2693600_2696000
1,4,5,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,3L_2554400_2556800_3L_2685600_2688000
0,10,6,3,0,0,1,2,1,0,0,3,1,3,3,3,3,2,4,2,1,3L_2546400_2548800_3L_2677600_2680000
3,2,7,1,0,2,1,1,0,2,0,4,0,0,1,4,0,0,3,3,1,3L_2538400_2540800_3L_2669600_2672000
0,3,7,2,1,2,0,3,0,0,0,0,1,0,1,0,0,0,0,0,1,3L_2530400_2532800_3L_2661600_2664000
0,3,2,4,0,0,1,2,1,0,0,1,0,1,0,1,1,0,0,2,1,3L_2522400_2524800_3L_2653600_2656000
0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,2R_21691200_21693600_2R_22008800_22011200
0,7,2,3,0,0,0,2,2,0,0,0,0,0,0,0,2,1,2,4,1,2R_21683200_21685600_2R_22000800_22003200
0,4,3,2,0,1,2,1,0,1,0,1,0,0,0,0,4,0,3,0,1,2R_21675200_21677600_2R_21992800_21995200
2,2,2,0,1,0,0,0,0,0,0,2,0,0,0,1,1,2,0,4,1,2R_21667200_21669600_2R_21984800_21987200
1,4,3,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,1,2R_21659200_21661600_2R_21976800_21979200
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,2R_21651200_21653600_2R_21968800_21971200
0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,1,2R_21643200_21645600_2R_21960800_21963200
0,2,3,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,2,4,1,2R_21635200_21637600_2R_21952800_21955200
1,0,4,0,1,0,0,0,0,0,0,2,0,0,0,0,1,2,3,0,1,2R_21627200_21629600_2R_21944800_21947200
1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,2R_21619200_21621600_2R_21936800_21939200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,X_20723200_20725600_X_20958400_20960800
1,2,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,X_20715200_20717600_X_20950400_20952800
2,2,3,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,X_20707200_20709600_X_20942400_20944800
0,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,5,1,1,X_20699200_20701600_X_20934400_20936800
1,0,1,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,2,1,X_20691200_20693600_X_20926400_20928800
